Geography,Industry,Year,Industry GDP (current C$),Industry GDP (2012 chained C$)
Quebec,Arts entertainment and recreation,2015,2924.3,2967.4
Quebec,Arts entertainment and recreation,2016,3104.0,3056.3
Quebec,Arts entertainment and recreation,2017,3145.6,3061.6
Quebec,Arts entertainment and recreation,2018,0.0,3123.1
Quebec,Arts entertainment and recreation,2019,0.0,3212.6
Quebec,Accommodation and food services,2010,6872.0,7090.2
Quebec,Accommodation and food services,2011,7042.2,7182.8
Quebec,Accommodation and food services,2012,7238.0,7238.0
Quebec,Accommodation and food services,2013,7413.3,7220.5
Quebec,Accommodation and food services,2014,7625.2,7628.0
Quebec,Accommodation and food services,2015,8021.7,7882.9
Quebec,Accommodation and food services,2016,8311.6,8126.6
Quebec,Accommodation and food services,2017,8810.9,8282.5
Quebec,Accommodation and food services,2018,0.0,8587.8
Quebec,Accommodation and food services,2019,0.0,8792.3
Quebec,Other services (except public administration),2010,6997.0,7254.0
Quebec,Other services (except public administration),2011,7306.3,7449.9
Quebec,Other services (except public administration),2012,7583.2,7583.2
Quebec,Other services (except public administration),2013,7483.1,7240.5
Quebec,Other services (except public administration),2014,7727.7,7419.1
Quebec,Other services (except public administration),2015,7928.2,7461.2
Quebec,Other services (except public administration),2016,8079.5,7488.2
Quebec,Other services (except public administration),2017,8522.5,7747.1
Quebec,Other services (except public administration),2018,0.0,7840.0
Quebec,Other services (except public administration),2019,0.0,8100.2
Quebec,Public administration,2010,23626.5,25518.3
Quebec,Public administration,2011,24919.5,25841.2
Quebec,Public administration,2012,25612.2,25612.3
Quebec,Public administration,2013,26886.7,25696.5
Quebec,Public administration,2014,27496.8,25596.7
Quebec,Public administration,2015,27902.2,25578.1
Quebec,Public administration,2016,28561.8,25948.6
Quebec,Public administration,2017,30008.6,26441.6
Quebec,Public administration,2018,0.0,27087.6
Quebec,Public administration,2019,0.0,27819.4
Ontario,All industries,2010,587627.9,609770.3
Ontario,All industries,2011,616138.5,625936.9
Ontario,All industries,2012,634945.2,634944.3
Ontario,All industries,2013,649490.1,643937.0
Ontario,All industries,2014,676838.4,659861.2
Ontario,All industries,2015,706836.6,677384.0
Ontario,All industries,2016,733760.7,692620.8
Ontario,All industries,2017,764464.8,711695.1
Ontario,All industries,2018,0.0,732426.3
Ontario,All industries,2019,0.0,747589.4
Ontario,Goods-producing industries,2010,137270.2,143547.4
Ontario,Goods-producing industries,2011,144737.6,148405.9
Ontario,Goods-producing industries,2012,150639.9,150639.9
Ontario,Goods-producing industries,2013,148878.8,151292.5
Ontario,Goods-producing industries,2014,155443.2,154956.4
Ontario,Goods-producing industries,2015,165297.2,160039.6
Ontario,Goods-producing industries,2016,170097.1,161917.0
Ontario,Goods-producing industries,2017,173735.3,163429.7
Ontario,Goods-producing industries,2018,0.0,169298.2
Ontario,Goods-producing industries,2019,0.0,168536.7
Ontario,Service-producing industries,2010,450357.7,466209.1
Ontario,Service-producing industries,2011,471400.9,477533.5
Ontario,Service-producing industries,2012,484305.3,484307.2
Ontario,Service-producing industries,2013,500611.3,492598.3
Ontario,Service-producing industries,2014,521395.2,504851.2
Ontario,Service-producing industries,2015,541539.4,517308.4
Ontario,Service-producing industries,2016,563663.6,530645.3
Ontario,Service-producing industries,2017,590729.4,548167.8
Ontario,Service-producing industries,2018,0.0,563037.5
Ontario,Service-producing industries,2019,0.0,578927.1
Ontario,Industrial production,2010,95516.3,97884.5
Ontario,Industrial production,2011,100420.8,101936.9
Ontario,Industrial production,2012,103084.2,103084.3
Ontario,Industrial production,2013,101930.1,103147.1
Ontario,Industrial production,2014,106374.9,106123.9
Ontario,Industrial production,2015,112452.5,106987.4
Ontario,Industrial production,2016,116099.1,108660.1
Ontario,Industrial production,2017,116227.2,108536.2
Ontario,Industrial production,2018,0.0,112029.9
Ontario,Industrial production,2019,0.0,111362.6
Ontario,Non-durable manufacturing industries,2010,30433.5,33252.0
Ontario,Non-durable manufacturing industries,2011,30560.6,32952.4
Ontario,Non-durable manufacturing industries,2012,33429.4,33429.4
Ontario,Non-durable manufacturing industries,2013,32490.9,33422.4
Ontario,Non-durable manufacturing industries,2014,33633.2,33919.3
Ontario,Non-durable manufacturing industries,2015,36637.0,35346.3
Ontario,Non-durable manufacturing industries,2016,37113.5,35404.6
Ontario,Non-durable manufacturing industries,2017,38120.4,35905.2
Ontario,Non-durable manufacturing industries,2018,0.0,37268.5
Ontario,Non-durable manufacturing industries,2019,0.0,37322.2
Ontario,Durable manufacturing industries,2010,45053.2,44103.5
Ontario,Durable manufacturing industries,2011,46924.6,46549.5
Ontario,Durable manufacturing industries,2012,47695.4,47695.2
Ontario,Durable manufacturing industries,2013,46772.2,46938.9
Ontario,Durable manufacturing industries,2014,48995.6,48845.7
Ontario,Durable manufacturing industries,2015,51962.3,49051.5
Ontario,Durable manufacturing industries,2016,54517.1,49935.2
Ontario,Durable manufacturing industries,2017,53727.2,49758.4
Ontario,Durable manufacturing industries,2018,0.0,51138.6
Ontario,Durable manufacturing industries,2019,0.0,50454.6
Ontario,Information and communication technology sector,2010,31194.6,32325.3
Ontario,Information and communication technology sector,2011,31858.8,32986.1
Ontario,Information and communication technology sector,2012,32659.6,32659.7
Ontario,Information and communication technology sector,2013,34409.5,32433.5
Ontario,Information and communication technology sector,2014,35904.4,33544.1
Ontario,Information and communication technology sector,2015,37987.5,35251.7
Ontario,Information and communication technology sector,2016,40886.8,36775.2
Ontario,Information and communication technology sector,2017,43503.9,38612.5
Ontario,Information and communication technology sector,2018,0.0,40999.3
Ontario,Information and communication technology sector,2019,0.0,43400.1
Ontario,Energy sector,2010,13634.9,16128.6
Ontario,Energy sector,2011,14143.0,16179.4
Ontario,Energy sector,2012,15701.3,15701.3
Ontario,Energy sector,2013,15609.8,15499.7
Ontario,Energy sector,2014,17027.2,16501.8
Ontario,Energy sector,2015,18394.8,16343.5
Ontario,Energy sector,2016,18271.8,16607.1
Ontario,Energy sector,2017,17511.3,16238.1
Ontario,Energy sector,2018,0.0,16935.7
Ontario,Energy sector,2019,0.0,16833.1
Ontario,Public sector,2010,122625.2,129499.5
Ontario,Public sector,2011,128833.7,131307.6
Ontario,Public sector,2012,131947.5,131947.5
Ontario,Public sector,2013,136075.8,131289.9
Ontario,Public sector,2014,139731.9,132084.3
Ontario,Public sector,2015,144195.4,133471.8
Ontario,Public sector,2016,148654.9,135905.1
Ontario,Public sector,2017,154091.3,138137.0
Ontario,Public sector,2018,0.0,142747.2
Ontario,Public sector,2019,0.0,146572.9
Ontario,Cannabis sector,2010,714.8,740.4
Ontario,Cannabis sector,2011,757.9,774.0
Ontario,Cannabis sector,2012,840.8,840.8
Ontario,Cannabis sector,2013,936.2,938.0
Ontario,Cannabis sector,2014,988.8,1052.0
Ontario,Cannabis sector,2015,1003.5,1154.5
Ontario,Cannabis sector,2016,1008.4,1206.8
Ontario,Cannabis sector,2017,985.7,1257.9
Ontario,Cannabis sector,2018,0.0,1933.6
Ontario,Cannabis sector,2019,0.0,3442.4
Ontario,Agriculture forestry fishing and hunting,2010,5032.6,6256.5
Ontario,Agriculture forestry fishing and hunting,2011,6267.9,6466.7
Ontario,Agriculture forestry fishing and hunting,2012,6527.0,6527.0
Ontario,Agriculture forestry fishing and hunting,2013,6143.8,7062.0
Ontario,Agriculture forestry fishing and hunting,2014,6648.8,6909.5
Ontario,Agriculture forestry fishing and hunting,2015,7009.8,7339.5
Ontario,Agriculture forestry fishing and hunting,2016,6668.7,7420.6
Ontario,Agriculture forestry fishing and hunting,2017,7291.3,7780.9
Ontario,Agriculture forestry fishing and hunting,2018,0.0,8277.5
Ontario,Agriculture forestry fishing and hunting,2019,0.0,9331.7
Ontario,Mining quarrying and oil and gas extraction,2010,6231.2,5934.4
Ontario,Mining quarrying and oil and gas extraction,2011,8561.9,7492.3
Ontario,Mining quarrying and oil and gas extraction,2012,7404.2,7404.1
Ontario,Mining quarrying and oil and gas extraction,2013,7841.6,8057.8
Ontario,Mining quarrying and oil and gas extraction,2014,7953.1,7819.1
Ontario,Mining quarrying and oil and gas extraction,2015,7339.0,7477.6
Ontario,Mining quarrying and oil and gas extraction,2016,7351.5,7596.5
Ontario,Mining quarrying and oil and gas extraction,2017,7685.1,7434.8
Ontario,Mining quarrying and oil and gas extraction,2018,0.0,7468.8
Ontario,Mining quarrying and oil and gas extraction,2019,0.0,7101.2
Ontario,Utilities,2010,12092.0,13034.1
Ontario,Utilities,2011,12694.7,13232.2
Ontario,Utilities,2012,12712.1,12712.0
Ontario,Utilities,2013,12746.4,12676.7
Ontario,Utilities,2014,13535.0,13313.5
Ontario,Utilities,2015,14308.9,13087.3
Ontario,Utilities,2016,14625.3,13457.9
Ontario,Utilities,2017,14055.3,13186.6
Ontario,Utilities,2018,0.0,13749.1
Ontario,Utilities,2019,0.0,13875.3
Ontario,Construction,2010,38427.7,41250.0
Ontario,Construction,2011,39727.8,41723.8
Ontario,Construction,2012,42871.8,42871.8
Ontario,Construction,2013,42883.9,43170.0
Ontario,Construction,2014,44677.5,44133.1
Ontario,Construction,2015,48040.2,47781.6
Ontario,Construction,2016,49821.0,48122.9
Ontario,Construction,2017,52856.1,49443.4
Ontario,Construction,2018,0.0,51506.2
Ontario,Construction,2019,0.0,50740.5
Ontario,Manufacturing,2010,75486.6,77255.7
Ontario,Manufacturing,2011,77485.2,79495.4
Ontario,Manufacturing,2012,81124.8,81124.6
Ontario,Manufacturing,2013,79263.2,80351.9
Ontario,Manufacturing,2014,82628.8,82773.2
Ontario,Manufacturing,2015,88599.4,84391.7
Ontario,Manufacturing,2016,91630.6,85343.9
Ontario,Manufacturing,2017,91847.6,85657.1
Ontario,Manufacturing,2018,0.0,88398.0
Ontario,Manufacturing,2019,0.0,87763.2
Ontario,Wholesale trade,2010,37083.0,37322.9
Ontario,Wholesale trade,2011,39471.1,40012.2
Ontario,Wholesale trade,2012,41430.2,41430.1
Ontario,Wholesale trade,2013,41594.1,43018.9
Ontario,Wholesale trade,2014,42953.5,44018.7
Ontario,Wholesale trade,2015,43685.1,44099.7
Ontario,Wholesale trade,2016,46536.9,44574.9
Ontario,Wholesale trade,2017,49200.2,46296.0
Ontario,Wholesale trade,2018,0.0,47753.3
Ontario,Wholesale trade,2019,0.0,48790.1
Ontario,Retail trade,2010,29783.6,30466.4
Ontario,Retail trade,2011,30058.7,30542.9
Ontario,Retail trade,2012,30379.1,30379.0
Ontario,Retail trade,2013,31689.0,31927.0
Ontario,Retail trade,2014,31764.6,31934.5
Ontario,Retail trade,2015,32259.0,31953.5
Ontario,Retail trade,2016,34574.4,33816.1
Ontario,Retail trade,2017,36197.2,35021.4
Ontario,Retail trade,2018,0.0,36024.0
Ontario,Retail trade,2019,0.0,36740.3
Ontario,Transportation and warehousing,2010,21964.0,23102.6
Ontario,Transportation and warehousing,2011,23045.1,23906.2
Ontario,Transportation and warehousing,2012,23825.1,23825.0
Ontario,Transportation and warehousing,2013,25012.3,24310.0
Ontario,Transportation and warehousing,2014,27231.5,25915.3
Ontario,Transportation and warehousing,2015,28762.8,26848.3
Ontario,Transportation and warehousing,2016,29681.6,27536.7
Ontario,Transportation and warehousing,2017,31122.7,28744.8
Ontario,Transportation and warehousing,2018,0.0,29787.1
Ontario,Transportation and warehousing,2019,0.0,30002.3
Ontario,Information and cultural industries,2010,22373.9,23606.0
Ontario,Information and cultural industries,2011,23065.5,23832.1
Ontario,Information and cultural industries,2012,23998.3,23998.3
Ontario,Information and cultural industries,2013,24295.5,23712.9
Ontario,Information and cultural industries,2014,25678.7,24945.4
Ontario,Information and cultural industries,2015,25817.5,25481.7
Ontario,Information and cultural industries,2016,27623.0,26609.7
Ontario,Information and cultural industries,2017,29152.0,27928.7
Ontario,Information and cultural industries,2018,0.0,28549.6
Ontario,Information and cultural industries,2019,0.0,29860.6
Ontario,Finance and insurance,2010,50446.4,50888.5
Ontario,Finance and insurance,2011,54294.4,52822.0
Ontario,Finance and insurance,2012,54005.9,54005.8
Ontario,Finance and insurance,2013,57307.2,56261.5
Ontario,Finance and insurance,2014,62096.3,58382.1
Ontario,Finance and insurance,2015,65486.9,61707.4
Ontario,Finance and insurance,2016,65605.1,64210.5
Ontario,Finance and insurance,2017,71039.2,69499.7
Ontario,Finance and insurance,2018,0.0,71121.6
Ontario,Finance and insurance,2019,0.0,73306.8
Ontario,Real estate and rental and leasing,2010,75780.0,78300.4
Ontario,Real estate and rental and leasing,2011,79107.3,80561.4
Ontario,Real estate and rental and leasing,2012,82565.0,82565.0
Ontario,Real estate and rental and leasing,2013,85230.8,84259.7
Ontario,Real estate and rental and leasing,2014,87074.0,85588.1
Ontario,Real estate and rental and leasing,2015,90704.9,88141.6
Ontario,Real estate and rental and leasing,2016,95615.1,90517.8
Ontario,Real estate and rental and leasing,2017,99654.1,93110.9
Ontario,Real estate and rental and leasing,2018,0.0,94786.4
Ontario,Real estate and rental and leasing,2019,0.0,97819.9
Ontario,Professional scientific and technical services,2010,38444.8,39035.0
Ontario,Professional scientific and technical services,2011,40449.9,40155.6
Ontario,Professional scientific and technical services,2012,40771.6,40771.4
Ontario,Professional scientific and technical services,2013,41731.7,41039.3
Ontario,Professional scientific and technical services,2014,44086.6,42952.0
Ontario,Professional scientific and technical services,2015,46924.7,44448.6
Ontario,Professional scientific and technical services,2016,50416.0,46813.3
Ontario,Professional scientific and technical services,2017,53985.7,48674.0
Ontario,Professional scientific and technical services,2018,0.0,51025.1
Ontario,Professional scientific and technical services,2019,0.0,54000.6
Ontario,Management of companies and enterprises,2010,4431.5,4475.5
Ontario,Management of companies and enterprises,2011,4495.1,4596.1
Ontario,Management of companies and enterprises,2012,4585.2,4585.2
Ontario,Management of companies and enterprises,2013,4816.3,4858.7
Ontario,Management of companies and enterprises,2014,4751.8,4520.0
Ontario,Management of companies and enterprises,2015,5457.4,4952.9
Ontario,Management of companies and enterprises,2016,4737.7,4275.1
Ontario,Management of companies and enterprises,2017,4045.6,4084.2
Ontario,Management of companies and enterprises,2018,0.0,3479.5
Ontario,Management of companies and enterprises,2019,0.0,3155.4
Ontario,Administrative and support waste management and remediation services,2010,19787.4,20476.8
Ontario,Administrative and support waste management and remediation services,2011,20050.2,20270.2
Ontario,Administrative and support waste management and remediation services,2012,20986.3,20986.3
Ontario,Administrative and support waste management and remediation services,2013,21864.3,21084.3
Ontario,Administrative and support waste management and remediation services,2014,23307.9,22056.8
Ontario,Administrative and support waste management and remediation services,2015,24126.1,22656.8
Ontario,Administrative and support waste management and remediation services,2016,24731.8,22587.2
