"Gross domestic product (GDP) at basic prices, by industry, provinces and territories (x 1,000,000)" c 1 2 3 4 5 6 7
"Annual"
"Table: 36-10-0402-01 (formerly CANSIM 379-0030)"
"Geography: Province or territory"

"Geography","North American Industry Classification System (NAICS) 7 8","Reference period","Current dollars","Chained (2012) dollars 9"
,,"2015","51.7","52.1"
,,"2016","60.9","55.0"
,,"2017","73.8","61.8"
,,"2018","..","68.2"
,,"2019","..","70.5"
,"Finance and insurance  [52]","2010","32.3","34.8"
,,"2011","35.6","35.8"
,,"2012","38.1","38.1"
,,"2013","40.0","38.1"
,,"2014","40.9","37.6"
,,"2015","41.7","38.1"
,,"2016","41.4","38.4"
,,"2017","40.3","37.0"
,,"2018","..","38.1"
,,"2019","..","39.5"
,"Real estate and rental and leasing  [53]","2010","235.3","234.3"
,,"2011","242.2","248.4"
,,"2012","256.1","256.1"
,,"2013","264.8","260.0"
,,"2014","263.0","255.7"
,,"2015","268.5","255.0"
,,"2016","280.3","262.4"
,,"2017","288.2","268.0"
,,"2018","..","270.4"
,,"2019","..","274.9"
,"Professional, scientific and technical services  [54]","2010","26.5","31.2"
,,"2011","28.8","29.6"
,,"2012","29.8","29.8"
,,"2013","31.9","29.6"
,,"2014","31.3","30.5"
,,"2015","29.6","26.3"
,,"2016","30.1","28.4"
,,"2017","35.0","31.2"
,,"2018","..","27.9"
,,"2019","..","27.0"
,"Management of companies and enterprises  [55]","2010","10.4","11.1"
,,"2011","10.6","11.3"
,,"2012","12.1","12.1"
,,"2013","12.3","13.9"
,,"2014","11.8","12.9"
,,"2015","11.8","12.7"
,,"2016","10.1","11.0"
,,"2017","7.7","9.2"
,,"2018","..","8.1"
,,"2019","..","8.1"
,"Administrative and support, waste management and remediation services  [56]","2010","45.3","48.7"
,,"2011","55.2","54.4"
,,"2012","56.7","56.7"
,,"2013","56.5","55.3"
,,"2014","55.7","52.0"
,,"2015","55.8","51.5"
,,"2016","60.5","55.0"
,,"2017","61.6","55.8"
,,"2018","..","59.3"
,,"2019","..","64.9"
,"Educational services  [61]","2010","156.7","179.4"
,,"2011","163.2","181.2"
,,"2012","188.1","188.1"
,,"2013","175.3","188.4"
,,"2014","176.3","192.4"
,,"2015","187.0","200.8"
,,"2016","187.6","202.2"
,,"2017","192.5","206.0"
,,"2018","..","212.0"
,,"2019","..","218.0"
,"Health care and social assistance  [62]","2010","122.3","133.4"
,,"2011","133.3","137.0"
,,"2012","139.5","139.5"
,,"2013","152.0","145.9"
,,"2014","160.4","149.0"
,,"2015","171.0","155.5"
,,"2016","183.3","162.1"
,,"2017","192.9","167.5"
,,"2018","..","173.3"
,,"2019","..","181.0"
,"Arts, entertainment and recreation  [71]","2010","2.3","2.6"
,,"2011","2.3","2.4"
,,"2012","2.0","2.0"
,,"2013","2.3","2.1"
,,"2014","1.1","1.1"
,,"2015","1.2","0.9"
,,"2016","1.6","1.2"
,,"2017","2.3","1.7"
,,"2018","..","1.5"
,,"2019","..","1.6"
,"Accommodation and food services  [72]","2010","22.4","23.1"
,,"2011","25.5","25.1"
,,"2012","25.0","25.0"
,,"2013","25.8","26.9"
,,"2014","23.0","24.1"
,,"2015","26.5","26.5"
,,"2016","30.5","29.1"
,,"2017","31.4","29.1"
,,"2018","..","28.3"
,,"2019","..","29.7"
,"Other services (except public administration)  [81]","2010","23.3","25.0"
,,"2011","25.3","26.0"
,,"2012","28.9","28.9"
,,"2013","27.0","26.7"
,,"2014","27.0","26.5"
,,"2015","26.6","25.8"
,,"2016","27.0","25.6"
,,"2017","29.6","27.6"
,,"2018","..","27.5"
,,"2019","..","27.5"
,"Public administration  [91]","2010","420.3","464.4"
,,"2011","442.3","470.3"
,,"2012","467.6","467.6"
,,"2013","513.3","475.8"
,,"2014","540.8","487.4"
,,"2015","569.9","504.3"
,,"2016","592.7","516.4"
,,"2017","627.3","536.4"
,,"2018","..","551.6"
,,"2019","..","567.0"

Symbol legend:
..,not available for a specific reference period,

Corrections:
Date:,Note:
2015-06-22T04:00:00Z,"On June 22, 2015, provincial and territorial values for special aggregates (tabulations T002 through T016) were corrected for 2014 and subsequently revised in November, 2015 as part of the annual revision."

Footnotes:
1,"For the gross domestic product (GDP) by industry refer to table 36-10-0434-03 (formerly CANSIM 379-0031) for Canada in chained dollars, table 36-10-0401-01 (formerly CANSIM 379-0029) for Canada in current dollars, table 36-10-0400-01 (formerly CANSIM 379-0028) for provinces and territories in percentage share."
2,"For the chained dollars, the aggregates are not equal to the sum of their components."
3,"On June 22, 2015, provincial and territorial values for special aggregates (tabulations T002 through T016) were corrected for 2014 and subsequently revised in November, 2015 as part of the annual revision."
4,"The November 10, 2015 release incorporates comprehensive revisions to the provincial-territorial estimates of gross domestic product by industry for reference years 2007 to 2014. For more information on the source of these changes, consult the Latest Developments in the Canadian Economic Accounts in the system of macroeconomic accounts module."
5,"As part of the 2015 comprehensive revision of the Canadian System of Macroeconomic Accounts (CSMA), the provincial-territorial Gross Domestic Product (GDP) by industry data in chained (2007) dollars for the period 1997 to 2006 have been released on December 15, 2015. The data for the period 1997 to 2006 have been aligned with those published on November 10, 2015 for the period 2007 to 2014. In addition, the chained (2007) dollars for the provincial and territorial GDP for the following three aggregates were revised for the period 2007-2014 vis-à-vis those released on November 10, 2015: information and communication technology-total, information and communication technology-manufacturing, and information and communication technology-services. The growth rates for these three series for the 2008-2014 period were unaffected."
6,"With November 8, 2018 release, current price and chained Fisher Gross Domestic Product (GDP) estimates by industry for the period 1997 to 2006 have been revised to improve the continuity of the GDP by industry time series and to enhance their coherence with expenditure-based GDP."
7,"With May 1, 2019 release, the provincial and territorial gross domestic product (GDP) by industry adopted the North American Industry Classification System (NAICS) Canada 2017 version 3.0."
8,"Since October 17, 2018, the sale of cannabis for non-medical purposes is legal in Canada. The provincial and territorial gross domestic product (GDP) by industry estimates will begin to take into account this activity and the licensed production of cannabis, as well as the unlicensed production and sale of cannabis, in the release of May 1, 2019 data. For more information, please read the article ""Integrating the production, distribution and consumption of cannabis in the Canadian national economic accounts""."
9,"With November 8, 2018 release, the series from 1997 to 2017 now have as a reference year 2012 instead of 2007."
10,Aggregate T001 combines the North American Industry Classification System (NAICS) codes 11-91.
11,Aggregate T002 combines the North American Industry Classification System (NAICS) codes 11-33.
12,Aggregate T003 combines the North American Industry Classification System (NAICS) codes 41-91.
13,"Aggregate T010 combines the North American Industry Classification System (NAICS) codes 21, 22, 31-33, 562."
14,"Aggregate T011 combines the North American Industry Classification System (NAICS) codes 311-316, 322-326."
15,"Aggregate T012 combines the North American Industry Classification System (NAICS) codes 321, 327-339."
16,"Aggregate T013 combines the North American Industry Classification System (NAICS) code 334, excluding 3345, 4173, 5112, 517, 518, 5415, 8112."
17,"Aggregate T016 combines the North American Industry Classification System (NAICS) codes 211, 2121, 21229, 213111, 213118, 2211, 2212, 32411, 486."
18,"Aggregate T018 combines the North American Industry Classification System (NAICS) codes 61, 62, 91."
19,"Aggregate T021 combines the North American Industry Classification System (NAICS) codes 111412, 111995, 453993."

"How to cite: Statistics Canada. Table 36-10-0402-01 Gross domestic product (GDP) at basic prices, by industry, provinces and territories (x 1,000,000)"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3610040201
DOI: https://doi.org/10.25318/3610040201-eng
